開催都道府県,企業名,メールアドレス,電話番号,ホームページ,交通費区分,交通費金額,支給単位,対象者・地域条件,対象交通手段,精算・申請条件,外部助成制度,送迎,交通費原文,全額割合,一部割合,条件付き割合,金額不明割合,掲載コース数,マイナビ企業ID,連絡先最終確認,参照URL
福岡県; 熊本県; 大分県,ハイコムグループ [グループ募集],a.taido@8156.jp,080-5414-6869,https://8156.jp/; https://8156.jp/internship/; https://hicommobile.jp/,条件付き（規定等） 1件 / 金額不明 2件,,,,,,,,支給あり | 支給あり 事前にご相談ください！,0.0%,0.0%,33.3%,66.7%,3,212818,2026-09-25T14:09:15+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=212818&optNo=RADjQ
北海道; 宮城県; 新潟県; 石川県; 愛知県; 大阪府; 広島県; 福岡県,バクマ工業(株),saiyou@bakuma.co.jp,0256-46-3164,https://www.bakuma.co.jp/,"一部（2,000円） 1件",2000,,,,,,,"支給あり 一律2,000円まで！",0.0%,100.0%,0.0%,0.0%,1,105261,2026-09-25T05:12:09+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=105261&optNo=hkPwO
兵庫県,パナソニックエレクトリックワークス池田電機(株),ikeda-recruit@gg.jp.panasonic.com,079-293-1131,https://panasonic.co.jp/ew/pewi/,"一部（4,000円） 1件",4000,1日あたり,,,,,,"支給あり 交通費支給／1日あたり上限4,000円までかかった費用を支給",0.0%,100.0%,0.0%,0.0%,1,271792,2026-09-24T07:08:21+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=271792&optNo=riTVl
熊本県,ヒノマル(株)【にしてつグループ】,hmr-recruit@hinomaru-kk.com,,https://hinomaru-agri.com/; https://www.youtube.com/@Hinomaru-Agri/featured,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,52798,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=52798&optNo=7CjSH
大阪府; 兵庫県,ビジネスレンタリース(株),h-soumu@bijiren.co.jp,06-6453-6333,https://www.bijiren.co.jp/,一部（500円） 1件,500,1日あたり,,,,,,支給あり 交通費支給：1日あたり上限500円,0.0%,100.0%,0.0%,0.0%,1,212512,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=212512&optNo=6x4Y0
北海道,ビットスター(株)【さくらインターネットグループ】,recruit@bitstar.jp,,https://bitstar.jp/,"一部（20,000円） 2件",20000,1日あたり,,,領収書必須,,,"支給あり 交通費支給/1日あたり20,000円まで （特急利用は領収書提出いただきます）",0.0%,100.0%,0.0%,0.0%,2,218921,2026-09-24T07:07:09+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=218921&optNo=-L8VV
富山県,ビニフレーム工業(株)【日本カーバイド工業グループ】,ntakemoto@carbide.co.jp,0765-24-1032; 080-6369-1086,https://www.vinyframe.co.jp/,条件付き（規定等） 1件,,,会社規定,,,,,支給あり 当社規定による,0.0%,0.0%,100.0%,0.0%,1,112001,2026-09-25T10:56:35+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=112001&optNo=x5lev
愛知県,ビューテックグループ [グループ募集],saiyo-hr@vuteq.co.jp,0565-31-5521; 0565-33-5526,https://www.vuteq.co.jp; https://www.vuteq.co.jp/index.html,"一部（20,000円） 2件",20000,,,,実費精算,,,支給あり 交通費を支給いたします。【交通費実費最大２万円支給】,0.0%,100.0%,0.0%,0.0%,2,99367,2026-09-22T14:07:34+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=99367&optNo=Dw56Q
山梨県,ファナック(株),recruit@fanuc.co.jp,0555-84-5600,https://www.youtube.com/channel/UCXVh5TLX7nGTHBFFnW_gU3A,条件付き（規定等） 1件,,,会社規定,,,,,支給あり 当社規定で支給いたします。,0.0%,0.0%,100.0%,0.0%,1,1024,2026-09-22T14:14:39+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=1024&optNo=Np2Q-
長野県,ファナックパートロニクス(株),recruit@fpl.co.jp,0266-79-5650,http://www.fpl.co.jp,条件付き（規定等） 1件,,,会社規定,,,,,支給あり 交通費支給／当社規定に基づき支給,0.0%,0.0%,100.0%,0.0%,1,228956,2026-09-22T14:09:24+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=228956&optNo=9eKov
広島県,ファロスファーム(株),jinji@pharosfarm.jp,072-879-4581,http://www.pharosfarm.jp/,全額 1件,全額,,,,領収書必須,,,支給あり 全額支給（条件あり） ※領収書を保管ください。,100.0%,0.0%,0.0%,0.0%,1,77391,2026-09-24T22:36:45+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=77391&optNo=ItpiY
愛知県,ブラザー工業(株),saiyo@brother.co.jp,,,条件付き（規定等） 1件,,,会社規定,,,,,支給あり 当社規定金額の支給,0.0%,0.0%,100.0%,0.0%,1,262,2026-09-24T04:56:28+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=262&optNo=UTgEH
,ブリヂストンタイヤソリューションジャパン(株),saiyou.yhb.btj@bridgestone.com,042-342-5953,https://www.bridgestone.co.jp/group/btsj/,"一部（5,000円） 2件",5000,,,,実費精算,,,"支給あり 対面開催のみ実費支給します※但し上限5,000円",0.0%,100.0%,0.0%,0.0%,2,207493,2026-09-25T14:16:52+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=207493&optNo=kHbw0
新潟県,プラウドライフ(株)【ソニー・ライフケアグループ】,newgrad@sonylifecare.co.jp; pli-recruit@sonylifecare.co.jp,044-589-2705,https://hanakotoba.co.jp/corporate/; https://www.hanakotoba.co.jp/corporate/; https://www.youtube.com/watch?v=LD5zjCOQG0U; https://youtu.be/iyEg-yc2dKc?si=2BbFFOFLlk3XsdVm,金額不明 1件,,,,公共交通機関; 新幹線; 飛行機; バス,,,,支給あり ＼8・9月限定！交通費支給キャンペーン中／ 謝礼金に加え、公共交通機関（在来線や路線バスなど）の交通費支給！ ※新幹線・特急列車・飛行機等の費用は支給対象外です,0.0%,0.0%,0.0%,100.0%,1,210619,2026-09-24T22:46:54+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=210619&optNo=XSnp1
島根県,プロテリアルグループ [グループ募集],saiyo.sa@proterial.com,,https://www.proterial.com/,条件付き（規定等） 1件,,往復,会社規定,,,,,支給あり 当社規定額（往復）を補助,0.0%,0.0%,100.0%,0.0%,1,134,2026-09-24T04:45:22+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=134&optNo=325Uo
福島県,ベストファーム(株),recruit@bestfirm.co.jp,024-937-3073,https://www.bestfirmgroup.jp/; https://youtube.com/channel/UC27Nt0R8OSwaVyEv1GLLSSQ?si=qIeJkMOT-sFQpiPQ,全額 1件,全額,,,,,,,支給あり 全額支給（上限有）,100.0%,0.0%,0.0%,0.0%,1,212189,2026-09-25T14:07:40+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=212189&optNo=IQpZt
福島県,ベスト学院(株),jinji@bestgakuin.co.jp,024-953-3933; 080-5842-2091,https://www.bestgakuin.co.jp/; https://www.bestgakuin.co.jp/company/,"一部（10,000円） 2件",10000,,,,,,,支給あり 対面参加の場合 上限１万円で交通費支給 | 支給あり 交通費支給 上限１万円,0.0%,100.0%,0.0%,0.0%,2,98591,2026-09-25T05:05:54+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=98591&optNo=Vx7gI
北海道,ホクレンくみあい飼料(株) [グループ募集],fresh-recruit@kumiai-siryo.co.jp,011-222-3301,https://kumiai-siryo.jp/,条件付き（規定等） 1件,,,遠方者,,,,,支給あり 遠方からご参加される方は、交通経路や交通費について事前にご相談ください。,0.0%,0.0%,100.0%,0.0%,1,87847,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=87847&optNo=pii16
岡山県; 広島県,ホシザキ中国(株),chugoku-saiyou@hoshizaki.co.jp,082-293-9451,,"一部（15,000円） 1件",15000,,,,,,,"支給あり 15,000円まで支給します。",0.0%,100.0%,0.0%,0.0%,1,53025,2026-09-25T05:10:29+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=53025&optNo=7X9q-
香川県,ホシザキ四国(株),shikoku-000@hoshizaki.co.jp,,http://hoshizaki-shikoku.co.jp/,"一部（10,000円） 1件",10000,,県外者; 県内者,,,,,支給あり 香川県運営の県内企業のインターンシップ情報を掲載している★ワクサポかがわ★というサイトにてご予約すると上限1万円で交通費が助成されるという制度がございます。 【対象者】 香川県外に在住し、香川県外の大学（大学に置く大学院を含む）、短期大学、高等専門学校、 専修学校等に在籍する学生が「ワクサポかがわ」に登録し、「ワクサポかがわ」で募集するインターンシップに参加する者。,0.0%,100.0%,0.0%,0.0%,1,107953,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=107953&optNo=CdeQh
愛知県; 岐阜県; 三重県,ホシザキ東海(株),hirai-nanami@hoshizaki.co.jp,052-563-5581,http://www.hoshizaki-tokai.co.jp/,金額不明 4件,,往復,,,,,,支給あり ご参加にかかる往復交通費は当社が負担いたします。 | 支給あり 当社規程による。,0.0%,0.0%,0.0%,100.0%,4,40058,2026-09-24T14:17:43+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=40058&optNo=0udS4
大阪府,ホシデン(株)【東証プライム市場上場】,saiyo@hosiden.com,072-924-1191,https://www.hosiden.com/,"一部（30,000円） 2件",30000,1日あたり,,,,,,"支給あり 関西圏内在住者（1日あたり、上限3,000円）※上限金額を超過する方は別途お申し付けください。 関西圏外在住者（上限3万円） ※関西圏とは2府4県を指します。 | 支給あり 関西圏内在住者（1日あたり、上限3,000円）※上限金額を超過する方は、別途お申し付けください。 関西圏外在住者（上限3万円） ※関西圏とは、2府4県を指します。",0.0%,100.0%,0.0%,0.0%,2,57138,2026-09-24T08:07:05+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=57138&optNo=WsrXU
三重県,マクセルクレハ(株),yuki.hayashi.zb@maxell.co.jp,059-226-4161,https://www.kurehae.maxell.co.jp/,全額 3件,全額,,,新幹線; 飛行機; バス,領収書必須; 後日精算,,,支給あり 交通費支給について ■支給額：全額支給（自宅最寄り駅 ～ 津駅 間） ■精算方法：事後精算（後日振込） ・交通費は一度ご自身にてご負担（立て替え）いただきます。インターンシップ参加後に、ご指定の口座へお振込みいたします。 ※精算には領収書が必要となりますので、紛失しないよう大切に保管してください。 ■対象外となる経費： ・新幹線のグリーン車料金 ・各種特急・高速バス・フェリーの特別料金（デラックスシート、プレミアムシート等） ・航空機のビジネスクラス・ファーストクラス料金 ■注意事項： ・効率的なルートでのご利用をお願いしております。交通経路（利用路線・金額）については、事前に確認をさせていただきます。 | 支給あり 交通費支給について ■支給額：全額支給（自宅最寄り駅 ～ 津駅 間） ■精算方法：事後精算（後日振込） ・交通費は一度ご自身にてご負担（立て替え）いただきます。プログラム参加後に、ご指定の口座へお振込みいたします。 ※精算には領収書が必要となりますので、紛失しないよう大切に保管してください。 ■対象外となる経費： ・新幹線のグリーン車料金 ・各種特急・高速バス・フェリーの特別料金（デラックスシート、プレミアムシート等） ・航空機のビジネスクラス・ファーストクラス料金 ■注意事項： ・効率的なルートでのご利用をお願いしております。交通経路（利用路線・金額）については、事前に確認をさせていただきます。,100.0%,0.0%,0.0%,0.0%,3,234369,2026-09-25T14:11:02+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=234369&optNo=18TWz
愛知県,マルヤス工業(株),saiyo@maruyasu.co.jp,0564-34-1501,https://www.maruyasu.co.jp/,金額不明 1件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,1,1333,2026-09-22T10:55:17+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=1333&optNo=k5O1q
長野県,マルヤス機械(株),mako-mukaiyama@maruyasukikai.co.jp; t-itayama@maruyasukikai.co.jp,0266-23-5630,https://www.maruyasukikai.co.jp/; https://www.youtube.com/user/MARUYASUKIKAI/videos?view=0&sort=dd&shelf_id=0,全額 4件,全額,,,,,外部助成・補助制度あり,,支給あり 全額支給します。 シューカツNAGANO応援助成金対象の場合はこちらをご利用いただきます。,100.0%,0.0%,0.0%,0.0%,4,77953,2026-09-25T05:07:59+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=77953&optNo=2TlsV
愛知県,ミサワホームグループ [グループ募集],nambu.s36@home.misawa.co.jp; shinsotsu_saiyou@home.misawa.co.jp,090-3912-9068,https://www.misawa.co.jp/; https://www.misawa.co.jp/corporate/recruit/fresh/internship/long-term.html,"一部（30,000円） 1件",30000,往復,遠方者,新幹線; 飛行機; バス,領収書必須,,,"支給あり ＜支給条件＞ 遠方から新幹線・飛行機・特急・夜行バス等で参加する方のみ ※領収書必須 ※遠方：往復の交通費が3,000円以上かかる方(支給上限は30,000円)",0.0%,100.0%,0.0%,0.0%,1,1479,2026-09-25T08:30:14+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=1479&optNo=dInIO
愛知県; 京都府,ムラタシステム(株)【村田機械グループ】,murasys-kyt-kyujin28@xch.muratec.co.jp,075-672-8320,https://www.murata-system.co.jp/,条件付き（規定等） 1件,,,遠方者,,,,,支給あり 上限あり（遠方からお越しになる方は相談下さい）,0.0%,0.0%,100.0%,0.0%,1,52476,2026-09-24T08:00:19+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=52476&optNo=I1kXH
,メフレ(株),mitsuki-ishiwata@mefure.co.jp,0197-41-9118,https://www.mefure.co.jp,"一部（3,000円） 1件",3000,1日あたり,,,,,,"支給あり 交通費 3,000円/1日",0.0%,100.0%,0.0%,0.0%,1,204629,2026-09-25T14:11:07+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=204629&optNo=qc12p
島根県; 兵庫県,メルコパワーデバイス(株)【三菱電機グループ】,Hirai.Atsuki@yn.MitsubishiElectric.co.jp; Ohashi.Kazuyuki@zx.MitsubishiElectric.co.jp,0795-82-6855; 0795-82-6896; 0856-27-2005; 0856-27-2098,https://www.melcopowerdevice.co.jp/,金額不明 2件,,,,,,,,支給あり,0.0%,0.0%,0.0%,100.0%,2,295213,2026-09-25T23:05:52+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=295213&optNo=4-KQV
愛知県,ヤマダインフラテクノス(株),saiyou@eco-yamadapeint.co.jp,052-604-1017,https://eco-yamadapeint.co.jp/; https://new-graduate.eco-yamadapeint.co.jp/,全額 1件,全額,,,,領収書必須,,,支給あり 全額支給（※領収書が必要）,100.0%,0.0%,0.0%,0.0%,1,295995,2026-09-25T05:05:49+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=295995&optNo=6yrqI
福岡県,ヤンマー建機(株),//www.youtube.com/@yanmar.construction; ykjinji_shinotsu@yanmar.com; ykjinji_shinsotsu@yanmar.com,0942-53-5111,https://www.yanmar.com/jp/construction/; https://www.youtube.com/@yanmar.construction,全額 2件,全額,,,,,,,支給あり 交通費全額支給,100.0%,0.0%,0.0%,0.0%,2,92333,2026-09-25T05:01:12+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=92333&optNo=GOWFQ
愛知県,ユタカサービスグループ [グループ募集],t-sano1136@yutaka-sg.jp,0532-45-1132,https://yutaka-sg.jp/,"一部（2,000円） 1件",2000,,,,,,,"支給あり 交通費を支給します。（支給上限2,000円まで）",0.0%,100.0%,0.0%,0.0%,1,105039,2026-09-25T23:08:53+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=105039&optNo=YP1P3
大阪府,ユニオンシステム(株),saiyo@unions.co.jp,06-4399-9290,https://www.unions.co.jp/?gad_source=1&gclid=Cj0KCQiAhbi8BhDIARIsAJLOludaG7EFyU_0-qZUtNNp6EP83EaPq7B7_14PuJa-qXGX2MBWOoPvmZ0aAlNAEALw_wcB; https://www.youtube.com/watch?v=76c6wCUPAwo,金額不明 1件,,,,,,,,支給あり 交通費負担の軽減のため、距離に応じてAmazonギフト券を支給しております。,0.0%,0.0%,0.0%,100.0%,1,92969,2026-09-25T08:25:44+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=92969&optNo=hshNI
新潟県,ユニオンツール(株)【東証プライム上場】,onoj@uniontool.co.jp,0258-22-2620,https://www.uniontool.co.jp/,条件付き（規定等） 1件,,,,,,,,支給あり 交通費一部支給,0.0%,0.0%,100.0%,0.0%,1,89766,2026-09-22T19:23:35+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=89766&optNo=SHCSh
岩手県,ユニオン建設(株)【JR東日本グループ】,saiyou@union-k.co.jp,03-3719-0732,https://www.union-k.co.jp/,金額不明 1件,,往復,,,,,,支給あり 交通費支給（当日ご出発駅からの往復交通費） ※参加確定後、当日ご出発駅を確認させていただきます。,0.0%,0.0%,0.0%,100.0%,1,108054,2026-09-25T08:29:04+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=108054&optNo=0FCS4
福岡県,ユニプレス九州(株),t-yamaguchi@unipres.com,0930-32-4051,https://www.upk.co.jp/,"一部（5,000円） 1件",5000,片道,,,,,,"支給あり 片道5,000円を上限とさせていただきます。",0.0%,100.0%,0.0%,0.0%,1,267708,2026-09-25T05:14:56+09:00,https://job.mynavi.jp/28/pc/corpinfo/displayInternship/index?corpId=267708&optNo=HLrWH
